,pv panels,st panels,dec air heat pump,dec ground heat pump
0,0.0,0.0,0.1591568703951158,0.1591568703951158
1,0.0,0.0,0.16174494535018522,0.16174494535018522
2,0.0,0.0,0.17892826459529612,0.17892826459529612
3,0.0,0.0,0.2070688884485337,0.2070688884485337
4,0.0,0.0,0.2492177206250374,0.2492177206250374
5,0.0,0.0,0.31426509215274806,0.31426509215274806
6,0.0,0.0,0.34153428764647625,0.34153428764647625
7,0.0,0.0,0.3301037006904188,0.3301037006904188
8,0.02142384,0.0,0.304640717014728,0.304640717014728
9,0.10931608,0.0,0.282218715499761,0.282218715499761
10,0.22287357,0.046062839540191414,0.2684217787007511,0.2684217787007511
11,0.37126277,0.2852388424274575,0.25330556587032016,0.25330556587032016
12,0.40778086,0.3635142635321455,0.22794129839236255,0.22794129839236255
13,0.37901814,0.3500402212780452,0.2237986133650571,0.2237986133650571
14,0.27265309,0.2181981441252615,0.22799981789851337,0.22799981789851337
15,0.14925966,0.120612959768321,0.23471902753911522,0.23471902753911522
16,0.0,0.0,0.24444698924116404,0.24444698924116404
17,0.0,0.0,0.2557949858288893,0.2557949858288893
18,0.0,0.0,0.25176215771011085,0.25176215771011085
19,0.0,0.0,0.2559981015933929,0.2559981015933929
20,0.0,0.0,0.24677858930226235,0.24677858930226235
21,0.0,0.0,0.22405480589879462,0.22405480589879462
22,0.0,0.0,0.1801551274605043,0.1801551274605043
23,0.0,0.0,0.16233441337049984,0.16233441337049984
24,0.0,0.0,0.2095332228562987,0.2095332228562987
25,0.0,0.0,0.19732882698455273,0.19732882698455273
26,0.0,0.0,0.2228652243209833,0.2228652243209833
27,0.0,0.0,0.2668870277331231,0.2668870277331231
28,0.0,0.0,0.3295419317917406,0.3295419317917406
